Apple,Counting down the days to #sxsw plus strong Canadian dollar means stock up on Apple gear,positive
Apple,@mention  - Great weather to greet you for #sxsw! Still need a sweater at night..Apple putting up &quot;flash store&quot; downtown to sell iPad2,positive
Apple,HOORAY RT â€œ@mention Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link},positive
Apple,wooooo!!! â€œ@mention Apple store downtown Austin open til Midnight. #sxswâ€ù,positive
Apple,#OMFG! RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,positive
Apple,"#Smile RT @mention I think Apple's &quot;pop-up store&quot; in Austin would be a lot more interesting if it actually, you know... popped up #sxsw",neutral
Apple,"Nice!! RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",positive
Apple,"Kawasaki: &quot;Not C.S. Lewis level reasoning, but Apple's continued existence is evidence for the existence of God&quot; #bawling #sxsw",positive
Apple,Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment  via @mention,positive
Apple,"At #SXSW, #Apple schools the marketing experts - {link}",positive
Apple,"Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",positive
Apple,"Temporary #Apple store on 6th and Congress for #sxsw, along with 10,000 very happy hipsters.",positive
Apple,â€œ@mention #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch - That is good.,positive
Apple,"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",positive
Apple,Temporary #sxsw apple store. Apple being sneaky as usual  {link},positive
Apple,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,positive
Apple,#SXSW day 5 at the #apple store and there's still a line...and growing {link},positive
Apple,build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,positive
Apple,Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},positive
Apple,marketing and sales GENIUS: {link} #Apple #SXSW,positive
Apple,The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},neutral
Apple,Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,negative
Apple,Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},positive
Apple,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,positive
Apple,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},positive
Apple,â€œ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,positive
Apple,â€œ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,positive
Apple,â€œ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,negative
Apple,"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",positive
Apple,"At #SXSW, Apple schools the marketing experts {link}",positive
Apple,"At #SXSW, Apple schools the marketing experts {link} via @mention",positive
Apple,"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",positive
Apple,"At #SXSW, Apple schools the marketing experts | CNET - {link}",positive
Apple,"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",positive
Apple,â€œ@mention Apple store downtown Austin open til Midnight. #sxswâ€ù @mention there's still time :),positive
Apple,&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw,negative
Apple,Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,positive
Apple,Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.,positive
Apple,Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw,positive
Apple,Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,positive
Apple,â€œ@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;â€ù,negative
Apple,"Long line at Apple Pop up store for iPad 2. Great marketing, Apple. #SXSW",positive
Apple,"#technews At SXSW, Apple schools the marketing experts {link} #Tech_News #Apple #Jobs_Co #SXSW #tech",positive
Apple,".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be &quot;I'm too creative&quot; or busy #gamestorming #sxsw",negative
Apple,this will be fun to watch. #ipadmadness RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,positive
Apple,This will be out of control: #Apple set to open popup shop in core of #SXSW action {link} via @mention  cc @mention,positive
Apple,Someone's buying herself a present ;-) RT @mention Apple Is Opening A Pop-Up Store In Austin For #SXSW {link},positive
Apple,"Exciting, canâ€™t wait! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}",positive
Apple,"iPad 2 is coming out at #SXSW, guess Apple's pretty desperate to give it attention.",negative
Apple,In Japan: Docomo introduced mobile apps six years before Apple came out with app store. #jpmobilesummit #sxsw,negative
Apple,Jeez guys dunno about an Apple pop-up over a Gold's Gym. Do u realize how un-Jobs-aesthetic that is? #SXSW #Apple,negative
Apple,"Before It Even Begins, #Apple Wins #SXSW {link} #tc #apple",positive
Apple,"Before It Even Begins, #Apple Wins #SXSW {link} by @mention",positive
Apple,"Before it even begins, #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch #genius",positive
Apple,"Before It Even Begins, Apple Wins #SXSW - TechCrunch - {link} #ipad",positive
Apple,"Before It Even Begins, Apple Wins #SXSW {link}",positive
Apple,"Before it even begins, Apple wins #SXSW {link}",positive
Apple,"Before It Even Begins, Apple Wins #SXSW {link}",positive
Apple,"Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",positive
Apple,"Before It Even Begins, Apple Wins #SXSW {link} /via @mention by @mention for @mention",positive
Apple,"Before It Even Begins, Apple Wins #SXSW {link} on @mention",positive
Apple,"Before It Even Begins, Apple Wins #SXSW {link} via @mention",positive
Apple,"Before It Even Begins, Apple WinsÂ #SxSW, {link} -&gt; gonna get sum! via @mention",positive
Apple,"Before It Even Begins, Apple Wins SXSW - TechCrunch {link} #sxsw",positive
Apple,"Before It Even Begins, Apple Wins SXSW {link} &lt;&lt; who will win big at #SXSW ?",positive
Apple,"Before It Even Begins, Apple Wins SXSW {link} #Apple #iPad2 #PM #SXSW",positive
Apple,"Before It Even Begins, Apple Wins SXSW {link} #apple #ipad2 #SXSW #TC",positive
Apple,"Before It Even Begins, Apple WinsÂ SXSW {link} #apple #sxsw",positive
Apple,"Before It Even Begins, Apple Wins SXSW {link} #tc #apple #ipad2 #sxsw",positive
Apple,"Before It Even Begins, Apple WinsÂ SXSW {link} via @mention #apple #sxsw",positive
Apple,"Before It Even Begins, Apple Wins SXSW: {link} Via @mention @mention #Apple #SXSW",positive
Apple,#Apple To Follow Its Customers To #SXSW - Forbes - {link} - Alcoholics call this â€˜enabling.â€™ The rest of us call it genius.,positive
Apple,Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,positive
Apple,Marketing Genius: Apple opens pop up store outside of #SXSW {link},positive
Apple,"Hot-spot! If only @mention data speed could keep up RT @mention Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW",positive
Apple,wondering if ppl in #sxsw on friday will queue at the convention centre or the apple store! xD i'm still figuring out wot i'll do!,positive
Apple,"Hot spots in Austin on Gowalla right now: convention cnt, the Ignite party n the Apple store. #sxsw #sxswi",positive
Apple,"For those in need of sweet Mac goodness at #SXSW, Apple has set up a temporary store downtown: {link}",positive
Apple,Of course it does! RT @mention #SXSW Gets Its Own Apple Store {link} #geeksrule,positive
Apple,"ha, seems like it --&gt; â€œ@mention The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?â€ù",negative
Apple,There's a line at #SXSW Apple Store on ipad Day 2! {link},positive
Apple,"You gotta love @mention @mention unabashed Apple #fanboy &gt;&gt; Before It Even Begins, Apple Wins #SXSW :: {link}",positive
Apple,So geeky! Love it! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},positive
Apple,.@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,positive
Apple,â€œ@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;â€ù,positive
Apple,I love it marketing genius.. #SXSW RT @mention Inside Apple's Temporary Store in Austin {link},positive
Apple,"Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}",positive
Apple,Day 1 and my charger kicked the bucket. Where the heck is the Apple store that's within walking distance? #sxsw,negative
Apple,"â€œ@mention Not a rumor: Apple doing popup store in downtown Austin for #SXSW &amp; iPad 2 launch {link} Smart move, 1of many #dfcbto",positive
Apple,"To buy or not to buy RT @mention Before It Even Begins, Apple WinsÂ #SXSW {link}",positive
Apple,Fear not! Now extended through Wed! --&gt; RT @mention RT @mention Last day for Apple popup is Sunday 3/13 #SXSW #AppleATXdt,positive
Apple,The power of Apple: People who have spent hundreds of dollars to attend #SXSW are spending the day waiting in line for an iPad.,positive
Apple,Continuum of attitudes on crowdsourcing: Gap is to &quot;I hear you&quot; as Apple is to &quot;I'll tell you&quot; #sxsw,positive
Apple,Tomlinson of TX Observer says Apple subscription data holding is biggest impediment to success. #newsapps #sxsw,negative
